title,imgUrl,price_amz,category_id_amz,amazon_category_name,brand,category_code,event_time,event_type,product_id,category_id_dec,price_dec,user_id,user_session,txt_dec_final,txt_amz_final,final_score,price_diff,optimization_score
"LEGO Marvel Avengers Classic Thor Mech Armor 76169 Cool Thor Hammer Playset; Superhero Building Toy for Kids, New 2020 (139 Pieces)",https://m.media-amazon.com/images/I/81wCegykENL._AC_UL320_.jpg,31.59,270,Toys & Games,avengers,kids.toys,2019-12-02 07:35:59 UTC,view,10503052,2053013553098522884,31.89,580664156,aa2474fe-b8f8-4129-9536-009c2e4f5255,avengers kids toys,"LEGO Marvel Avengers Classic Thor Mech Armor 76169 Cool Thor Hammer Playset; Superhero Building Toy for Kids, New 2020 (139 Pieces)",0.6985358,0.3000000000000007,0.7550917753846151
"Marvel Avengers Ultimate Protectors Pack, 6-Inch-Scale, 8 Action Figures with Accessories, Super Hero Toys, Toys for Boys and Girls Ages 4 and Up",https://m.media-amazon.com/images/I/71aWB2hKzuL._AC_UL320_.jpg,40.82,270,Toys & Games,avengers,kids.toys,2019-12-13 18:27:52 UTC,view,100045378,2053013553098522884,42.86,548233132,c71d4e9e-9bef-429e-84cc-b51a1f9e9ea1,avengers kids toys,"Marvel Avengers Ultimate Protectors Pack, 6-Inch-Scale, 8 Action Figures with Accessories, Super Hero Toys, Toys for Boys and Girls Ages 4 and Up",0.67643017,2.039999999999999,0.3984439287368422
"LEGO Marvel Avengers Speeder Bike Attack 76142 Black Panther and Thor Buildable Superhero Toy, Great Gift for Kids, New 2020 (226 Pieces)",https://m.media-amazon.com/images/I/81nR4LHlyRL._AC_UL320_.jpg,39.95,270,Toys & Games,avengers,kids.toys,2019-12-01 08:35:33 UTC,view,10503053,2053013553098522884,42.99,536823492,b462ec64-05e6-4396-ad97-34bdf09a115c,avengers kids toys,"LEGO Marvel Avengers Speeder Bike Attack 76142 Black Panther and Thor Buildable Superhero Toy, Great Gift for Kids, New 2020 (226 Pieces)",0.6835858,3.039999999999999,0.3347369619801981
JBL Tune 660NC: Wireless On-Ear Headphones with Active Noise Cancellation - White (Renewed),https://m.media-amazon.com/images/I/51RQfAqlFJL._AC_UL320_.jpg,79.99,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-11 14:24:18 UTC,view,4803782,2053013554658804075,82.34,519624204,e56d8324-c95f-4134-b7e2-4a82d95137ee,jbl electronics audio headphone,JBL Tune 660NC: Wireless On-Ear Headphones with Active Noise Cancellation - White (Renewed),0.68242043,2.3500000000000085,0.37529005614925315
JBL Live 460NC - Wireless On-Ear Noise Cancelling Headphones with Long Battery Life and Voice Assistant Control - White (Renewed),https://m.media-amazon.com/images/I/61jnMjGE-NL._AC_UL320_.jpg,84.99,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-04 05:24:15 UTC,view,4803928,2053013554658804075,87.26,581402840,49f21020-dd80-45b5-8332-5a2a8739b810,jbl electronics audio headphone,JBL Live 460NC - Wireless On-Ear Noise Cancelling Headphones with Long Battery Life and Voice Assistant Control - White (Renewed),0.6680161,2.2700000000000102,0.3782515380428127
"JBL Quantum 600, Wireless Over-Ear Performance Gaming Headset, Black (Renewed)",https://m.media-amazon.com/images/I/719CRKs4gCL._AC_UL320_.jpg,89.99,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-01 16:11:57 UTC,view,4803433,2053013554658804075,90.07,515347506,406d2640-89c9-4146-b31b-efdabaf380c8,jbl electronics audio headphone,"JBL Quantum 600, Wireless Over-Ear Performance Gaming Headset, Black (Renewed)",0.6625664,0.0799999999999983,0.873254020740742
JBL Live 300TWS True Wireless In-Ear Bluetooth Headphones - Black (Renewed),https://m.media-amazon.com/images/I/61hCdYMIHUL._AC_UL320_.jpg,51.99,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-01 17:42:35 UTC,view,4802155,2053013554658804075,51.46,547674489,96cf352b-a843-4f8a-b873-80983b8183f6,jbl electronics audio headphone,JBL Live 300TWS True Wireless In-Ear Bluetooth Headphones - Black (Renewed),0.7015487,0.5300000000000011,0.6631855569934637
JBL Reflect Flow - Truly Wireless Sport In-Ear Headphone - Teal (Renewed),https://m.media-amazon.com/images/I/51DFznXeGGL._AC_UL320_.jpg,69.95,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-01 05:48:46 UTC,view,4803427,2053013554658804075,68.99,569258981,0e86fb88-08d9-482b-9b57-74dd1aab7925,jbl electronics audio headphone,JBL Reflect Flow - Truly Wireless Sport In-Ear Headphone - Teal (Renewed),0.7336557,0.960000000000008,0.5548944053061208
"JBL Tune 710BT Wireless Over-Ear Bluetooth Headphones with Microphone, 50H Battery, Hands-Free Calls, Portable (Blue)",https://m.media-amazon.com/images/I/61WaMevsRHS._AC_UL320_.jpg,64.95,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-01 08:31:02 UTC,view,4803744,2053013554658804075,63.06,580116468,41f3ba56-8153-41df-a0e2-29488a4f7e1f,jbl electronics audio headphone,"JBL Tune 710BT Wireless Over-Ear Bluetooth Headphones with Microphone, 50H Battery, Hands-Free Calls, Portable (Blue)",0.68315417,1.8900000000000006,0.4134474429965398
JBL TUNE 750BTNC - Wireless Over-Ear Headphones with Noise Cancellation - White (Renewed),https://m.media-amazon.com/images/I/51VjUarLYnL._AC_UL320_.jpg,99.99,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-01 04:09:47 UTC,view,4804453,2053013554658804075,103.48,512559158,a03d2db1-adfa-435a-8bcd-aa78e8ff2a70,jbl electronics audio headphone,JBL TUNE 750BTNC - Wireless Over-Ear Headphones with Noise Cancellation - White (Renewed),0.67992926,3.490000000000009,0.3141595713763916
JBL Live 660NC - Wireless Over-Ear Noise Cancelling Headphones with Long Lasting Battery and Voice Assistant - Blue (Renewed),https://m.media-amazon.com/images/I/718J5LlNbRL._AC_UL320_.jpg,114.99,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-01 03:37:34 UTC,view,4803791,2053013554658804075,115.58,517644092,20d0f79b-4234-4f53-b985-1b23e27e11d9,jbl electronics audio headphone,JBL Live 660NC - Wireless Over-Ear Noise Cancelling Headphones with Long Lasting Battery and Voice Assistant - Blue (Renewed),0.652333,0.5900000000000034,0.6336112540880493
"JBL Reflect Flow Truly Wireless Sport In-Ear Headphones (Black, Renewed)",https://m.media-amazon.com/images/I/61i34I3bl9L._AC_UL320_.jpg,109.0,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-04 05:45:18 UTC,view,4803738,2053013554658804075,112.06,581402840,49f21020-dd80-45b5-8332-5a2a8739b810,jbl electronics audio headphone,"JBL Reflect Flow Truly Wireless Sport In-Ear Headphones (Black, Renewed)",0.7474191,3.0600000000000023,0.3465281549753694
JBL Live 660NC - Wireless Over-Ear Noise Cancelling Headphones with Long Lasting Battery and Voice Assistant - White (Renewed),https://m.media-amazon.com/images/I/81fceUpU6cL._AC_UL320_.jpg,129.99,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-01 04:43:22 UTC,view,4802954,2053013554658804075,131.25,513151890,a833c2d2-2c3a-4c65-b5f0-6f98641254d5,jbl electronics audio headphone,JBL Live 660NC - Wireless Over-Ear Noise Cancelling Headphones with Long Lasting Battery and Voice Assistant - White (Renewed),0.6538708,1.259999999999991,0.48475646088495716
"JBL Tune 760NC - Lightweight, Foldable Over-Ear Wireless Headphones with Active Noise Cancellation - Black (Renewed)",https://m.media-amazon.com/images/I/61aeSA+MtiL._AC_UL320_.jpg,88.95,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-01 01:04:57 UTC,view,4803925,2053013554658804075,87.26,579900134,3788530f-c9cb-4798-af06-dc5aeb4e9721,jbl electronics audio headphone,"JBL Tune 760NC - Lightweight, Foldable Over-Ear Wireless Headphones with Active Noise Cancellation - Black (Renewed)",0.65499717,1.6899999999999977,0.42839720351672894
"JBL Tune 660NC: Wireless On-Ear Headphones with Active Noise Cancellation - Black, Medium",https://m.media-amazon.com/images/I/61WQ0mBtBYL._AC_UL320_.jpg,99.95,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-01 00:07:25 UTC,view,4804454,2053013554658804075,103.48,577916142,418523aa-5b58-4e7e-9088-e22568c4a68d,jbl electronics audio headphone,"JBL Tune 660NC: Wireless On-Ear Headphones with Active Noise Cancellation - Black, Medium",0.6831135,3.530000000000001,0.31322314150110375
JBL Live 650 Around-Ear Wireless Headphone with Noise Cancellation - Black (Renewed),https://m.media-amazon.com/images/I/61pKrE9lSBL._AC_UL320_.jpg,108.75,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-11 03:38:21 UTC,view,4804020,2053013554658804075,110.43,569956072,6e74527d-790f-4cca-a291-95823e39706c,jbl electronics audio headphone,JBL Live 650 Around-Ear Wireless Headphone with Noise Cancellation - Black (Renewed),0.7308638,1.6800000000000068,0.4446802226865664
"JBL Tune Buds - True Wireless Noise Cancelling Earbuds (Purple), Small",https://m.media-amazon.com/images/I/51vSPGInD0L._AC_UL320_.jpg,99.95,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-01 05:48:19 UTC,view,4803685,2053013554658804075,102.94,569258981,0e86fb88-08d9-482b-9b57-74dd1aab7925,jbl electronics audio headphone,"JBL Tune Buds - True Wireless Noise Cancelling Earbuds (Purple), Small",0.6826461,2.989999999999995,0.33703047313283235
"JBL Club Pro Plus - High-Performance, True Wireless Headphones with Active Noise Cancellation - Black (Renewed)",https://m.media-amazon.com/images/I/61dEL0ldq5L._AC_UL320_.jpg,99.0,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-01 11:24:02 UTC,view,4803929,2053013554658804075,98.84,576229563,e9ca6f8f-cea5-45fc-a98d-8963ed255e09,jbl electronics audio headphone,"JBL Club Pro Plus - High-Performance, True Wireless Headphones with Active Noise Cancellation - Black (Renewed)",0.7046411,0.1599999999999966,0.8305833924137952
JBL T450BT Wireless On-Ear Headphones with Built-in Remote and Microphone (Black),https://m.media-amazon.com/images/I/81cVJUVtG5L._AC_UL320_.jpg,64.0,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-01 16:23:17 UTC,view,4803746,2053013554658804075,63.06,575557994,1009cd9d-01fd-4f8c-8606-f371ebec91e9,jbl electronics audio headphone,JBL T450BT Wireless On-Ear Headphones with Built-in Remote and Microphone (Black),0.7164265,0.9399999999999977,0.5556564340206191
"Disney Frozen Pop Adventures Elsa's Bedroom Pop-Up Playset with Handle, Including Elsa Doll, Diary, Chair, & Blanket Accessories - Toy for Kids Ages 3 & Up",https://m.media-amazon.com/images/I/71an0ig3QAL._AC_UL320_.jpg,29.93,221,Dolls & Accessories,frozen,kids.dolls,2019-12-01 02:44:18 UTC,view,10201317,2053013553224352013,29.86,578342485,8efff509-cba8-4d86-a54c-4a105be72fc8,frozen kids dolls,"Disney Frozen Pop Adventures Elsa's Bedroom Pop-Up Playset with Handle, Including Elsa Doll, Diary, Chair, & Blanket Accessories - Toy for Kids Ages 3 & Up",0.61171895,0.07000000000000028,0.870007341401869
"Disney Frozen 3-Doll Charades Set with Fashion Dolls Anna, Elsa and Kristoff, Plus Posable Olaf Figure and 12 Accessories from Disney’s Frozen 2",https://m.media-amazon.com/images/I/81a1C1clTiL._AC_UL320_.jpg,42.99,221,Dolls & Accessories,frozen,kids.dolls,2019-12-01 04:01:51 UTC,view,10200952,2053013554524586339,41.67,553692998,455be0cb-14ab-438b-b9f8-52b7a620ef84,frozen kids dolls,"Disney Frozen 3-Doll Charades Set with Fashion Dolls Anna, Elsa and Kristoff, Plus Posable Olaf Figure and 12 Accessories from Disney’s Frozen 2",0.6940744,1.3200000000000003,0.48364246620689655
"Disney Frozen Deluxe Petite Doll Gift Set - Includes Anna, Elsa, Kristoff, Sven and Olaf! Dolls are Approximately 6 inches Tall - Perfect for Any Frozen Fan!",https://m.media-amazon.com/images/I/81TxJ9USsJL._AC_UL320_.jpg,34.99,221,Dolls & Accessories,frozen,kids.dolls,2019-12-01 09:43:52 UTC,view,10201433,2053013553224352013,34.24,580152350,248e29a9-f6bb-4595-9448-79c2770d71ea,frozen kids dolls,"Disney Frozen Deluxe Petite Doll Gift Set - Includes Anna, Elsa, Kristoff, Sven and Olaf! Dolls are Approximately 6 inches Tall - Perfect for Any Frozen Fan!",0.62503445,0.75,0.5821497471428572
"Disney Frozen Forest Adventures Gift Set with 2 Dolls, 2 Friend Figures and 12 Camping Accessories, Includes Elsa and Anna Dolls (Amazon Exclusive)",https://m.media-amazon.com/images/I/81+urME1AKL._AC_UL320_.jpg,33.99,221,Dolls & Accessories,frozen,kids.dolls,2019-12-01 09:43:05 UTC,view,10201434,2053013553224352013,33.44,580152350,248e29a9-f6bb-4595-9448-79c2770d71ea,frozen kids dolls,"Disney Frozen Forest Adventures Gift Set with 2 Dolls, 2 Friend Figures and 12 Camping Accessories, Includes Elsa and Anna Dolls (Amazon Exclusive)",0.6490767,0.5500000000000043,0.6459443722580631
"JBL Live 660NC - Wireless Over-Ear Noise Cancelling Headphones with Long Lasting Battery and Voice Assistant - Blue, Medium",https://m.media-amazon.com/images/I/718J5LlNbRL._AC_UL320_.jpg,149.95,71,Headphones & Earbuds,jbl,electronics.audio.headphone,2019-12-01 05:18:47 UTC,view,4804039,2053013554658804075,174.01,537917785,5e67489e-9fa0-4100-80a5-68fcad65223d,jbl electronics audio headphone,"JBL Live 660NC - Wireless Over-Ear Noise Cancelling Headphones with Long Lasting Battery and Voice Assistant - Blue, Medium",0.6640249,24.060000000000002,0.16472836387869116
"Nike Air 1 Mid Mens Lucky Green DQ8426 301 - Size 8,Lucky Green/Black-white",https://m.media-amazon.com/images/I/61Zip2xpoZL._AC_UL320_.jpg,155.0,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-14 13:02:34 UTC,view,28715991,2053013565480109009,104.25,515491666,2e0defc8-a9e7-4610-b308-86ad512f596d,nike apparel shoes keds,"Nike Air 1 Mid Mens Lucky Green DQ8426 301 - Size 8,Lucky Green/Black-white",0.6044953,50.75,0.13635799719806763
"Nike Air 1 Mid Mens Lucky Green DQ8426 301 - Size 8,Lucky Green/Black-white",https://m.media-amazon.com/images/I/61Zip2xpoZL._AC_UL320_.jpg,155.0,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-13 20:50:54 UTC,view,28704134,2053013565069067197,159.33,586549481,2682e9ab-93e3-4a57-bed4-844bf8f896b5,nike apparel shoes keds,"Nike Air 1 Mid Mens Lucky Green DQ8426 301 - Size 8,Lucky Green/Black-white",0.6044952,4.3300000000000125,0.27099284863039363
Nike Air Jordan 1 Low SE Flight Club Men's Shoes Black/Magic Ember/White/Sundial DX4334 008 - Size 13,https://m.media-amazon.com/images/I/61zwF6Uu1yL._AC_UL320_.jpg,175.34,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-04 05:20:58 UTC,view,28722086,2053013565069067197,169.63,513955650,53f79440-c16f-4923-ae92-a13a5a4e602a,nike apparel shoes keds,Nike Air Jordan 1 Low SE Flight Club Men's Shoes Black/Magic Ember/White/Sundial DX4334 008 - Size 13,0.65639293,5.710000000000008,0.250503623257824
"Nike Air 1 Mid Mens Lucky Green DQ8426 301 - Size 12,Lucky Green/Black-white",https://m.media-amazon.com/images/I/61Zip2xpoZL._AC_UL320_.jpg,130.0,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-28 08:00:04 UTC,view,100061729,2053013565069067197,128.45,593758048,e829525f-267e-4183-87e2-97274d7ee0c1,nike apparel shoes keds,"Nike Air 1 Mid Mens Lucky Green DQ8426 301 - Size 12,Lucky Green/Black-white",0.604126,1.5500000000000114,0.43455069019607706
Nike Men's Air Max 95 Sneaker,https://m.media-amazon.com/images/I/51lTfw+zilL._AC_UL320_.jpg,100.97,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-19 03:39:49 UTC,view,28721801,2053013565069067197,102.71,550738808,22d97f68-d8d6-43ef-bc72-97e2307eb8c1,nike apparel shoes keds,Nike Men's Air Max 95 Sneaker,0.6274437,1.7399999999999949,0.41745954291970866
Nike Womens WMNS Air 1 Low SE DA5551 001 Silver Toe - Size,https://m.media-amazon.com/images/I/71IurDbWXcL._AC_UL320_.jpg,154.97,122,Women's Shoes,nike,apparel.shoes.keds,2019-12-29 12:59:07 UTC,view,28714452,2053013565069067197,154.19,594341853,0244171d-f8e5-4759-b920-4dc120095b6b,nike apparel shoes keds,Nike Womens WMNS Air 1 Low SE DA5551 001 Silver Toe - Size,0.6559008,0.7800000000000011,0.5806183622471908
Nike mens Sneakers,https://m.media-amazon.com/images/I/61S21L2iYkL._AC_UL320_.jpg,144.89,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-27 08:49:10 UTC,view,28704190,2053013565069067197,174.78,592945610,3210f111-2042-4bfc-9cfe-c2d82ab7441e,nike apparel shoes keds,Nike mens Sneakers,0.71563673,29.890000000000015,0.16902569498025252
nike Air Jordan 1 Mid Men's Shoes “Sky J Purple” DQ8426 515,https://m.media-amazon.com/images/I/61WgV-BvXuL._AC_UL320_.jpg,129.99,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-27 04:41:01 UTC,view,28713859,2053013565069067197,161.91,554950751,9f5b1150-672e-4581-b784-28466907e548,nike apparel shoes keds,nike Air Jordan 1 Mid Men's Shoes “Sky J Purple” DQ8426 515,0.6097011,31.919999999999987,0.14624155657351157
"Nike Men's Air Jordan 1 Retro High OG Sneaker, Starfish/Black-white, 9",https://m.media-amazon.com/images/I/61x7Tl7u8QL._AC_UL320_.jpg,220.0,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-06 07:28:41 UTC,view,28704337,2053013565069067197,200.78,568794851,2211c4c7-7238-4747-a934-28c6bf9909b1,nike apparel shoes keds,"Nike Men's Air Jordan 1 Retro High OG Sneaker, Starfish/Black-white, 9",0.6568848,19.22,0.17094174733926806
"Nike Men's Jordan Max Aura Basketball Shoes, Cool Grey/White/Clear/Black, 10.5",https://m.media-amazon.com/images/I/71TRCzjL4BL._AC_UL320_.jpg,135.94,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-28 11:23:04 UTC,view,100061738,2053013565069067197,128.45,549591720,5c3eb6cf-40b0-4f5f-9e08-040373c78a4d,nike apparel shoes keds,"Nike Men's Jordan Max Aura Basketball Shoes, Cool Grey/White/Clear/Black, 10.5",0.62828386,7.490000000000009,0.21988527612249698
"Nike Men's Jordan Access Shoes, White/Black-aurora Green, 12",https://m.media-amazon.com/images/I/51D3lsWzU0L._AC_UL320_.jpg,99.9,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-15 10:28:00 UTC,view,28714396,2053013565069067197,94.98,514921322,aa655e1c-4e3b-4b9b-be9d-90e654607819,nike apparel shoes keds,"Nike Men's Jordan Access Shoes, White/Black-aurora Green, 12",0.64446616,4.920000000000002,0.2640283671351351
"Nike Men's Air Jordan 1 Retro High OG Sneaker, Starfish/Black-white, 9",https://m.media-amazon.com/images/I/61x7Tl7u8QL._AC_UL320_.jpg,220.0,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-14 14:01:06 UTC,view,100042013,2232732097775141341,231.64,535395736,d480d7ff-6765-4fe5-a57f-eb4b29c64732,nike apparel shoes keds,"Nike Men's Air Jordan 1 Retro High OG Sneaker, Starfish/Black-white, 9",0.6568848,11.639999999999986,0.19466809924050643
Nike Air 1 Pre School Shoes Barley Grape/Black-White DQ8424-501,https://m.media-amazon.com/images/I/613ylE1uCAL._AC_UL320_.jpg,111.35,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-04 08:02:00 UTC,view,100022791,2053013565069067197,115.58,574774721,fc0758ae-02d1-46fb-9b2e-2bed04581c34,nike apparel shoes keds,Nike Air 1 Pre School Shoes Barley Grape/Black-White DQ8424-501,0.6438253,4.230000000000004,0.281728731128107
"Nike Air 1 Mid Mens Lucky Green DQ8426 301 - Size 12,Lucky Green/Black-white",https://m.media-amazon.com/images/I/61Zip2xpoZL._AC_UL320_.jpg,130.0,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-01 04:03:53 UTC,view,28716007,2053013565069067197,107.85,536832519,12b07fba-9662-437c-aeaa-c1b43f32d938,nike apparel shoes keds,"Nike Air 1 Mid Mens Lucky Green DQ8426 301 - Size 12,Lucky Green/Black-white",0.604126,22.150000000000006,0.1553824354211663
Nike Womens WMNS Air 1 Low SE DA5551 001 Silver Toe - Size,https://m.media-amazon.com/images/I/71IurDbWXcL._AC_UL320_.jpg,154.97,122,Women's Shoes,nike,apparel.shoes.keds,2019-12-19 19:32:43 UTC,view,28704151,2053013565069067197,154.19,589533356,d06b5ee5-8aed-46a2-a8f1-7890b1b23437,nike apparel shoes keds,Nike Womens WMNS Air 1 Low SE DA5551 001 Silver Toe - Size,0.6559008,0.7800000000000011,0.5806183622471908
Nike Air 1 Pre School Shoes Barley Grape/Black-White DQ8424-501,https://m.media-amazon.com/images/I/613ylE1uCAL._AC_UL320_.jpg,111.35,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-20 13:39:47 UTC,view,28703983,2053013565069067197,115.11,456119138,4b0b80ac-1479-4a2c-9422-03a1ad4d0cca,nike apparel shoes keds,Nike Air 1 Pre School Shoes Barley Grape/Black-White DQ8424-501,0.6438253,3.760000000000005,0.29683228689075614
nike Air Jordan 1 Mid Men's Shoes “Sky J Purple” DQ8426 515,https://m.media-amazon.com/images/I/61WgV-BvXuL._AC_UL320_.jpg,129.99,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-22 16:02:10 UTC,view,28714299,2053013565069067197,159.59,590873223,dab89011-829f-4316-acdd-21c2b26d372e,nike apparel shoes keds,nike Air Jordan 1 Mid Men's Shoes “Sky J Purple” DQ8426 515,0.60970116,29.599999999999994,0.1480840228496732
"Nike Men's Jordan Max Aura Basketball Shoes, Cool Grey/White/Clear/Black, 10.5",https://m.media-amazon.com/images/I/71TRCzjL4BL._AC_UL320_.jpg,135.94,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-20 13:00:28 UTC,view,28714230,2053013565362668491,120.96,573963693,caad1e33-5d91-457c-8d64-64647d494f94,nike apparel shoes keds,"Nike Men's Jordan Max Aura Basketball Shoes, Cool Grey/White/Clear/Black, 10.5",0.6282839,14.980000000000004,0.17571935822277845
Nike mens Sneakers,https://m.media-amazon.com/images/I/61S21L2iYkL._AC_UL320_.jpg,144.89,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-01 03:06:33 UTC,view,28714278,2053013565069067197,113.77,532950971,62c8a82a-4114-41d5-bc97-1d9459bb0d2e,nike apparel shoes keds,Nike mens Sneakers,0.71563673,31.11999999999999,0.16803394624906604
Nike mens Sneakers,https://m.media-amazon.com/images/I/61S21L2iYkL._AC_UL320_.jpg,144.89,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-01 00:09:54 UTC,view,28714289,2053013565069067197,144.12,514778642,af578134-7009-4d51-a93b-796a44ba41f7,nike apparel shoes keds,Nike mens Sneakers,0.71563673,0.7699999999999818,0.5951047471299482
"Nike Air 1 Mid Mens Lucky Green DQ8426 301 - Size 12,Lucky Green/Black-white",https://m.media-amazon.com/images/I/61Zip2xpoZL._AC_UL320_.jpg,130.0,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-28 21:15:08 UTC,view,100061749,2053013565069067197,128.45,513054370,9cd30f8c-dce3-4557-897f-95fa9db5b34d,nike apparel shoes keds,"Nike Air 1 Mid Mens Lucky Green DQ8426 301 - Size 12,Lucky Green/Black-white",0.604126,1.5500000000000114,0.43455069019607706
"Nike Air 1 Mid Mens Lucky Green DQ8426 301 - Size 12,Lucky Green/Black-white",https://m.media-amazon.com/images/I/61Zip2xpoZL._AC_UL320_.jpg,130.0,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-29 07:27:13 UTC,view,100061736,2053013565069067197,128.45,594200784,2f11bc43-acef-4950-b385-913e45e1b042,nike apparel shoes keds,"Nike Air 1 Mid Mens Lucky Green DQ8426 301 - Size 12,Lucky Green/Black-white",0.604126,1.5500000000000114,0.43455069019607706
Nike Air Jordan 1 Low SE Flight Club Men's Shoes Black/Magic Ember/White/Sundial DX4334 008 - Size 13,https://m.media-amazon.com/images/I/61zwF6Uu1yL._AC_UL320_.jpg,175.34,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-14 16:00:31 UTC,view,100041993,2053013565069067197,171.15,574890716,a7d9b6f4-9bc5-c862-5cb2-44481c9b9a35,nike apparel shoes keds,Nike Air Jordan 1 Low SE Flight Club Men's Shoes Black/Magic Ember/White/Sundial DX4334 008 - Size 13,0.65639305,4.189999999999998,0.2854211918882467
"Nike Men's Jordan Max Aura Basketball Shoes, Cool Grey/White/Clear/Black, 10.5",https://m.media-amazon.com/images/I/71TRCzjL4BL._AC_UL320_.jpg,135.94,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-26 12:50:13 UTC,view,28714340,2053013565069067197,131.25,541336011,624cebf6-323f-41b8-aeb0-edfc0a2374ff,nike apparel shoes keds,"Nike Men's Jordan Max Aura Basketball Shoes, Cool Grey/White/Clear/Black, 10.5",0.6282839,4.689999999999998,0.26625431954305806
Nike Womens WMNS Air 1 Low SE DA5551 001 Silver Toe - Size,https://m.media-amazon.com/images/I/71IurDbWXcL._AC_UL320_.jpg,154.97,122,Women's Shoes,nike,apparel.shoes.keds,2019-12-28 08:51:03 UTC,view,100061707,2053013565069067197,154.19,529850260,7cd6ddc2-a159-40ed-84c5-164e1024df0a,nike apparel shoes keds,Nike Womens WMNS Air 1 Low SE DA5551 001 Silver Toe - Size,0.6559008,0.7800000000000011,0.5806183622471908
nike Air Jordan 1 Mid Men's Shoes “Sky J Purple” DQ8426 515,https://m.media-amazon.com/images/I/51MOltvCQgL._AC_UL320_.jpg,160.99,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-28 10:47:31 UTC,view,100061777,2053013565069067197,128.45,587698425,499b41c4-557f-4397-92e2-f3f569f79d10,nike apparel shoes keds,nike Air Jordan 1 Mid Men's Shoes “Sky J Purple” DQ8426 515,0.6097011,32.54000000000002,0.14579233687537269
Nike Men's Air Max 95 Sneaker,https://m.media-amazon.com/images/I/51lTfw+zilL._AC_UL320_.jpg,100.97,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-19 12:15:56 UTC,view,28714258,2053013565069067197,102.96,541674731,f026d626-1b76-48ab-a8ad-76fd93540456,nike apparel shoes keds,Nike Men's Air Max 95 Sneaker,0.6274437,1.9899999999999949,0.3930472684280941
"Nike Men's Air Jordan 1 Retro High OG Sneaker, Starfish/Black-white, 9",https://m.media-amazon.com/images/I/61x7Tl7u8QL._AC_UL320_.jpg,220.0,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-26 06:47:56 UTC,view,28704333,2053013565069067197,200.78,545057968,18077417-0e1d-480b-835b-6095c6b447e5,nike apparel shoes keds,"Nike Men's Air Jordan 1 Retro High OG Sneaker, Starfish/Black-white, 9",0.6568848,19.22,0.17094174733926806
"Nike Air Jordan Max Aura Mens Basketball Trainers AQ9084 Sneakers Shoes (UK 9 US 10 EU 44, Black White 011)",https://m.media-amazon.com/images/I/51UeeV1YLJL._AC_UL320_.jpg,123.72,114,Men's Shoes,nike,apparel.shoes.keds,2019-12-26 11:57:34 UTC,view,100022789,2053013565069067197,115.58,525816428,9a950314-4946-4ed0-b30b-bc6e68c59570,nike apparel shoes keds,"Nike Air Jordan Max Aura Mens Basketball Trainers AQ9084 Sneakers Shoes (UK 9 US 10 EU 44, Black White 011)",0.6040928,8.14,0.208345912297593
